7.000000000000000000e+00 7.100000000000000000e+01 6.893203883495145590e+01 4.218344400994175736e+00 1.380638804712284173e+00 8.246810084567395970e+05 2.247031432697595310e+00 2.824420062695925537e+01 3.978056426332289286e-01
7.000000000000000000e+00 7.100000000000000000e+01 6.943203883495145590e+01 4.236530961058522671e+00 1.391790038079222747e+00 7.770886581426967168e+05 2.252016964122122822e+00 2.744294670846395690e+01 3.865203761755486855e-01
7.000000000000000000e+00 7.100000000000000000e+01 6.993203883495145590e+01 4.265617170117261381e+00 1.382631947142566764e+00 7.482115640372226480e+05 2.259803310015021438e+00 2.744294670846395690e+01 3.865203761755486855e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.043203883495145590e+01 4.286933106314013919e+00 1.396173970416674237e+00 7.109704027192790527e+05 2.262871686968263685e+00 2.664169278996865131e+01 3.752351097178683315e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.093203883495145590e+01 4.317959739465067059e+00 1.393019247157734286e+00 6.878085955419213278e+05 2.269170682069859613e+00 2.664169278996865131e+01 3.752351097178683315e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.143203883495145590e+01 4.347977261355256751e+00 1.393140281289814153e+00 6.645477936625217553e+05 2.274025857255863592e+00 2.624106583072100563e+01 3.695924764890282654e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.193203883495145590e+01 4.347977261355256751e+00 1.453766864971707040e+00 6.126037147583626211e+05 2.262676305519173425e+00 2.543981191222571425e+01 3.583072100313480779e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.243203883495145590e+01 4.347977261355256751e+00 1.514152508638545447e+00 5.675883600009804359e+05 2.250574423401144664e+00 2.503918495297805435e+01 3.526645768025077898e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.293203883495145590e+01 4.347977261355256751e+00 1.574462630933430196e+00 5.283422944406827446e+05 2.238250396530740982e+00 2.463855799373040867e+01 3.470219435736677238e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.343203883495145590e+01 4.347977261355256751e+00 1.634416507638780880e+00 4.939243038747886312e+05 2.226079533735568106e+00 2.383730407523511730e+01 3.357366771159875918e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.393203883495145590e+01 4.347977261355256751e+00 1.694006883920109674e+00 4.635685456997245783e+05 2.214314312381458816e+00 2.343667711598745740e+01 3.300940438871473037e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.443203883495145590e+01 4.347977261355256751e+00 1.753227023312861288e+00 4.366497882840497768e+05 2.203113123579019117e+00 2.303605015673981171e+01 3.244514106583071822e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.493203883495145590e+01 4.347977261355256751e+00 1.812070687479207853e+00 4.126555087866420508e+05 2.192564608795604553e+00 2.263542319749216603e+01 3.188087774294671162e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.543203883495145590e+01 4.347977261355256751e+00 1.870532116465196015e+00 3.911636395515101030e+05 2.182707382612814495e+00 2.263542319749216603e+01 3.188087774294671162e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.593203883495145590e+01 4.347977261355256751e+00 1.928606009466744986e+00 3.718248807143917657e+05 2.173545461155738767e+00 2.223479623824452034e+01 3.131661442006270502e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.643203883495145590e+01 4.347977261355256751e+00 1.986287506110454126e+00 3.543486600452178391e+05 2.165059970350595275e+00 2.183416927899686044e+01 3.075235109717867621e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.693203883495145590e+01 4.347977261355256751e+00 2.043572168253043664e+00 3.384919841841385933e+05 2.157217788112497647e+00 2.143354231974921476e+01 3.018808777429466961e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.743203883495145590e+01 4.347977261355256751e+00 2.100455962300867618e+00 3.240505720697682118e+05 2.149977752869574932e+00 2.103291536050156907e+01 2.962382445141066301e-01
7.000000000000000000e+00 7.100000000000000000e+01 7.793203883495145590e+01 4.347977261355256751e+00 2.156935242049337287e+00 3.108517859462182969e+05 2.143294998037566401e+00 2.103291536050156907e+01 2.962382445141066301e-01
